algorithm,failure_type,n,f,seed,repetition,delivered_correct,any_delivered,total_correct,delivery_rate,agreed,agreement_rate,steps,terminated
flooding_naive,crash_temporary,31,0,42,0,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,59,1,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,76,2,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,93,3,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,110,4,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,127,5,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,144,6,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,161,7,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,178,8,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_temporary,31,0,195,9,31,31,31,1.0000,31,1.0000,931,true
flooding_ack,crash_temporary,31,0,42,0,31,31,31,1.0000,31,1.0000,7780,true
flooding_ack,crash_temporary,31,0,59,1,31,31,31,1.0000,31,1.0000,7646,true
flooding_ack,crash_temporary,31,0,76,2,31,31,31,1.0000,31,1.0000,7773,true
flooding_ack,crash_temporary,31,0,93,3,31,31,31,1.0000,31,1.0000,8260,true
flooding_ack,crash_temporary,31,0,110,4,31,31,31,1.0000,31,1.0000,8115,true
flooding_ack,crash_temporary,31,0,127,5,31,31,31,1.0000,31,1.0000,7970,true
flooding_ack,crash_temporary,31,0,144,6,31,31,31,1.0000,31,1.0000,8157,true
flooding_ack,crash_temporary,31,0,161,7,31,31,31,1.0000,31,1.0000,7899,true
flooding_ack,crash_temporary,31,0,178,8,31,31,31,1.0000,31,1.0000,7649,true
flooding_ack,crash_temporary,31,0,195,9,31,31,31,1.0000,31,1.0000,7811,true
bracha,crash_temporary,31,0,42,0,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,59,1,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,76,2,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,93,3,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,110,4,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,127,5,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,144,6,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,161,7,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,178,8,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_temporary,31,0,195,9,31,31,31,1.0000,31,1.0000,1921,true
flooding_naive,crash_temporary,31,1,42,0,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,59,1,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,76,2,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,93,3,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,110,4,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,127,5,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,144,6,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,161,7,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,178,8,30,30,31,0.9677,30,1.0000,904,true
flooding_naive,crash_temporary,31,1,195,9,30,30,31,0.9677,30,1.0000,904,true
flooding_ack,crash_temporary,31,1,42,0,31,31,31,1.0000,31,1.0000,8322,true
flooding_ack,crash_temporary,31,1,59,1,31,31,31,1.0000,31,1.0000,7906,true
flooding_ack,crash_temporary,31,1,76,2,31,31,31,1.0000,31,1.0000,8086,true
flooding_ack,crash_temporary,31,1,93,3,31,31,31,1.0000,31,1.0000,8298,true
flooding_ack,crash_temporary,31,1,110,4,31,31,31,1.0000,31,1.0000,8287,true
flooding_ack,crash_temporary,31,1,127,5,31,31,31,1.0000,31,1.0000,8364,true
flooding_ack,crash_temporary,31,1,144,6,31,31,31,1.0000,31,1.0000,8330,true
flooding_ack,crash_temporary,31,1,161,7,31,31,31,1.0000,31,1.0000,8537,true
flooding_ack,crash_temporary,31,1,178,8,31,31,31,1.0000,31,1.0000,7759,true
flooding_ack,crash_temporary,31,1,195,9,31,31,31,1.0000,31,1.0000,8253,true
bracha,crash_temporary,31,1,42,0,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,59,1,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,76,2,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,93,3,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,110,4,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,127,5,30,30,31,0.9677,30,1.0000,1893,true
bracha,crash_temporary,31,1,144,6,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,161,7,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,178,8,31,31,31,1.0000,31,1.0000,1893,true
bracha,crash_temporary,31,1,195,9,31,31,31,1.0000,31,1.0000,1893,true
flooding_naive,crash_temporary,31,2,42,0,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,59,1,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,76,2,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,93,3,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,110,4,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,127,5,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,144,6,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,161,7,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,178,8,29,29,31,0.9355,29,1.0000,877,true
flooding_naive,crash_temporary,31,2,195,9,29,29,31,0.9355,29,1.0000,877,true
flooding_ack,crash_temporary,31,2,42,0,31,31,31,1.0000,31,1.0000,8409,true
flooding_ack,crash_temporary,31,2,59,1,31,31,31,1.0000,31,1.0000,7881,true
flooding_ack,crash_temporary,31,2,76,2,31,31,31,1.0000,31,1.0000,8208,true
flooding_ack,crash_temporary,31,2,93,3,31,31,31,1.0000,31,1.0000,8908,true
flooding_ack,crash_temporary,31,2,110,4,31,31,31,1.0000,31,1.0000,8382,true
flooding_ack,crash_temporary,31,2,127,5,31,31,31,1.0000,31,1.0000,8222,true
flooding_ack,crash_temporary,31,2,144,6,31,31,31,1.0000,31,1.0000,8395,true
flooding_ack,crash_temporary,31,2,161,7,31,31,31,1.0000,31,1.0000,8210,true
flooding_ack,crash_temporary,31,2,178,8,31,31,31,1.0000,31,1.0000,8121,true
flooding_ack,crash_temporary,31,2,195,9,31,31,31,1.0000,31,1.0000,8391,true
bracha,crash_temporary,31,2,42,0,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,59,1,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,76,2,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,93,3,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,110,4,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,127,5,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,144,6,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,161,7,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,178,8,31,31,31,1.0000,31,1.0000,1865,true
bracha,crash_temporary,31,2,195,9,31,31,31,1.0000,31,1.0000,1865,true
flooding_naive,crash_temporary,31,3,42,0,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,59,1,31,31,31,1.0000,31,1.0000,937,true
flooding_naive,crash_temporary,31,3,76,2,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,93,3,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,110,4,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,127,5,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,144,6,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,161,7,28,28,31,0.9032,28,1.0000,850,true
flooding_naive,crash_temporary,31,3,178,8,31,31,31,1.0000,31,1.0000,937,true
flooding_naive,crash_temporary,31,3,195,9,28,28,31,0.9032,28,1.0000,850,true
flooding_ack,crash_temporary,31,3,42,0,31,31,31,1.0000,31,1.0000,8636,true
flooding_ack,crash_temporary,31,3,59,1,31,31,31,1.0000,31,1.0000,8068,true
flooding_ack,crash_temporary,31,3,76,2,31,31,31,1.0000,31,1.0000,8736,true
flooding_ack,crash_temporary,31,3,93,3,31,31,31,1.0000,31,1.0000,8755,true
flooding_ack,crash_temporary,31,3,110,4,31,31,31,1.0000,31,1.0000,8350,true
flooding_ack,crash_temporary,31,3,127,5,31,31,31,1.0000,31,1.0000,8373,true
flooding_ack,crash_temporary,31,3,144,6,31,31,31,1.0000,31,1.0000,8919,true
flooding_ack,crash_temporary,31,3,161,7,31,31,31,1.0000,31,1.0000,8196,true
flooding_ack,crash_temporary,31,3,178,8,31,31,31,1.0000,31,1.0000,8038,true
flooding_ack,crash_temporary,31,3,195,9,31,31,31,1.0000,31,1.0000,8395,true
bracha,crash_temporary,31,3,42,0,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,59,1,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,76,2,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,93,3,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,110,4,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,127,5,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,144,6,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,161,7,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,178,8,31,31,31,1.0000,31,1.0000,1837,true
bracha,crash_temporary,31,3,195,9,31,31,31,1.0000,31,1.0000,1837,true
flooding_naive,crash_temporary,31,4,42,0,31,31,31,1.0000,31,1.0000,939,true
flooding_naive,crash_temporary,31,4,59,1,31,31,31,1.0000,31,1.0000,939,true
flooding_naive,crash_temporary,31,4,76,2,27,27,31,0.8710,27,1.0000,823,true
flooding_naive,crash_temporary,31,4,93,3,27,27,31,0.8710,27,1.0000,823,true
flooding_naive,crash_temporary,31,4,110,4,27,27,31,0.8710,27,1.0000,823,true
flooding_naive,crash_temporary,31,4,127,5,27,27,31,0.8710,27,1.0000,823,true
flooding_naive,crash_temporary,31,4,144,6,31,31,31,1.0000,31,1.0000,939,true
flooding_naive,crash_temporary,31,4,161,7,27,27,31,0.8710,27,1.0000,823,true
flooding_naive,crash_temporary,31,4,178,8,27,27,31,0.8710,27,1.0000,823,true
flooding_naive,crash_temporary,31,4,195,9,27,27,31,0.8710,27,1.0000,823,true
flooding_ack,crash_temporary,31,4,42,0,31,31,31,1.0000,31,1.0000,8743,true
flooding_ack,crash_temporary,31,4,59,1,31,31,31,1.0000,31,1.0000,8308,true
flooding_ack,crash_temporary,31,4,76,2,31,31,31,1.0000,31,1.0000,8647,true
flooding_ack,crash_temporary,31,4,93,3,31,31,31,1.0000,31,1.0000,8902,true
flooding_ack,crash_temporary,31,4,110,4,31,31,31,1.0000,31,1.0000,9181,true
flooding_ack,crash_temporary,31,4,127,5,31,31,31,1.0000,31,1.0000,8351,true
flooding_ack,crash_temporary,31,4,144,6,31,31,31,1.0000,31,1.0000,9025,true
flooding_ack,crash_temporary,31,4,161,7,31,31,31,1.0000,31,1.0000,8386,true
flooding_ack,crash_temporary,31,4,178,8,31,31,31,1.0000,31,1.0000,8139,true
flooding_ack,crash_temporary,31,4,195,9,31,31,31,1.0000,31,1.0000,8796,true
bracha,crash_temporary,31,4,42,0,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,59,1,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,76,2,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,93,3,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,110,4,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,127,5,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,144,6,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,161,7,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,178,8,31,31,31,1.0000,31,1.0000,1809,true
bracha,crash_temporary,31,4,195,9,31,31,31,1.0000,31,1.0000,1809,true
flooding_naive,crash_temporary,31,5,42,0,31,31,31,1.0000,31,1.0000,941,true
flooding_naive,crash_temporary,31,5,59,1,31,31,31,1.0000,31,1.0000,941,true
flooding_naive,crash_temporary,31,5,76,2,31,31,31,1.0000,31,1.0000,941,true
flooding_naive,crash_temporary,31,5,93,3,26,26,31,0.8387,26,1.0000,796,true
flooding_naive,crash_temporary,31,5,110,4,26,26,31,0.8387,26,1.0000,796,true
flooding_naive,crash_temporary,31,5,127,5,26,26,31,0.8387,26,1.0000,796,true
flooding_naive,crash_temporary,31,5,144,6,26,26,31,0.8387,26,1.0000,796,true
flooding_naive,crash_temporary,31,5,161,7,26,26,31,0.8387,26,1.0000,796,true
flooding_naive,crash_temporary,31,5,178,8,26,26,31,0.8387,26,1.0000,796,true
flooding_naive,crash_temporary,31,5,195,9,26,26,31,0.8387,26,1.0000,796,true
flooding_ack,crash_temporary,31,5,42,0,31,31,31,1.0000,31,1.0000,9337,true
flooding_ack,crash_temporary,31,5,59,1,31,31,31,1.0000,31,1.0000,8794,true
flooding_ack,crash_temporary,31,5,76,2,31,31,31,1.0000,31,1.0000,8528,true
flooding_ack,crash_temporary,31,5,93,3,31,31,31,1.0000,31,1.0000,8887,true
flooding_ack,crash_temporary,31,5,110,4,31,31,31,1.0000,31,1.0000,9336,true
flooding_ack,crash_temporary,31,5,127,5,31,31,31,1.0000,31,1.0000,8703,true
flooding_ack,crash_temporary,31,5,144,6,31,31,31,1.0000,31,1.0000,7992,true
flooding_ack,crash_temporary,31,5,161,7,31,31,31,1.0000,31,1.0000,8582,true
flooding_ack,crash_temporary,31,5,178,8,31,31,31,1.0000,31,1.0000,7905,true
flooding_ack,crash_temporary,31,5,195,9,31,31,31,1.0000,31,1.0000,8548,true
bracha,crash_temporary,31,5,42,0,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,59,1,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,76,2,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,93,3,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,110,4,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,127,5,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,144,6,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,161,7,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,178,8,31,31,31,1.0000,31,1.0000,1781,true
bracha,crash_temporary,31,5,195,9,31,31,31,1.0000,31,1.0000,1781,true
flooding_naive,crash_temporary,31,6,42,0,31,31,31,1.0000,31,1.0000,943,true
flooding_naive,crash_temporary,31,6,59,1,31,31,31,1.0000,31,1.0000,943,true
flooding_naive,crash_temporary,31,6,76,2,31,31,31,1.0000,31,1.0000,943,true
flooding_naive,crash_temporary,31,6,93,3,25,25,31,0.8065,25,1.0000,769,true
flooding_naive,crash_temporary,31,6,110,4,25,25,31,0.8065,25,1.0000,769,true
flooding_naive,crash_temporary,31,6,127,5,25,25,31,0.8065,25,1.0000,769,true
flooding_naive,crash_temporary,31,6,144,6,25,25,31,0.8065,25,1.0000,769,true
flooding_naive,crash_temporary,31,6,161,7,25,25,31,0.8065,25,1.0000,769,true
flooding_naive,crash_temporary,31,6,178,8,31,31,31,1.0000,31,1.0000,943,true
flooding_naive,crash_temporary,31,6,195,9,25,25,31,0.8065,25,1.0000,769,true
flooding_ack,crash_temporary,31,6,42,0,31,31,31,1.0000,31,1.0000,9035,true
flooding_ack,crash_temporary,31,6,59,1,31,31,31,1.0000,31,1.0000,8561,true
flooding_ack,crash_temporary,31,6,76,2,31,31,31,1.0000,31,1.0000,8750,true
flooding_ack,crash_temporary,31,6,93,3,31,31,31,1.0000,31,1.0000,9129,true
flooding_ack,crash_temporary,31,6,110,4,31,31,31,1.0000,31,1.0000,9905,true
flooding_ack,crash_temporary,31,6,127,5,31,31,31,1.0000,31,1.0000,9299,true
flooding_ack,crash_temporary,31,6,144,6,31,31,31,1.0000,31,1.0000,8241,true
flooding_ack,crash_temporary,31,6,161,7,31,31,31,1.0000,31,1.0000,8907,true
flooding_ack,crash_temporary,31,6,178,8,31,31,31,1.0000,31,1.0000,8375,true
flooding_ack,crash_temporary,31,6,195,9,31,31,31,1.0000,31,1.0000,8899,true
bracha,crash_temporary,31,6,42,0,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,59,1,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,76,2,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,93,3,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,110,4,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,127,5,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,144,6,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,161,7,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,178,8,31,31,31,1.0000,31,1.0000,1753,true
bracha,crash_temporary,31,6,195,9,31,31,31,1.0000,31,1.0000,1753,true
flooding_naive,crash_temporary,31,7,42,0,31,31,31,1.0000,31,1.0000,945,true
flooding_naive,crash_temporary,31,7,59,1,31,31,31,1.0000,31,1.0000,945,true
flooding_naive,crash_temporary,31,7,76,2,31,31,31,1.0000,31,1.0000,945,true
flooding_naive,crash_temporary,31,7,93,3,24,24,31,0.7742,24,1.0000,742,true
flooding_naive,crash_temporary,31,7,110,4,24,24,31,0.7742,24,1.0000,742,true
flooding_naive,crash_temporary,31,7,127,5,24,24,31,0.7742,24,1.0000,742,true
flooding_naive,crash_temporary,31,7,144,6,31,31,31,1.0000,31,1.0000,945,true
flooding_naive,crash_temporary,31,7,161,7,31,31,31,1.0000,31,1.0000,945,true
flooding_naive,crash_temporary,31,7,178,8,24,24,31,0.7742,24,1.0000,742,true
flooding_naive,crash_temporary,31,7,195,9,24,24,31,0.7742,24,1.0000,742,true
flooding_ack,crash_temporary,31,7,42,0,31,31,31,1.0000,31,1.0000,8682,true
flooding_ack,crash_temporary,31,7,59,1,31,31,31,1.0000,31,1.0000,7992,true
flooding_ack,crash_temporary,31,7,76,2,31,31,31,1.0000,31,1.0000,8798,true
flooding_ack,crash_temporary,31,7,93,3,31,31,31,1.0000,31,1.0000,9129,true
flooding_ack,crash_temporary,31,7,110,4,31,31,31,1.0000,31,1.0000,9982,true
flooding_ack,crash_temporary,31,7,127,5,31,31,31,1.0000,31,1.0000,9371,true
flooding_ack,crash_temporary,31,7,144,6,31,31,31,1.0000,31,1.0000,8388,true
flooding_ack,crash_temporary,31,7,161,7,31,31,31,1.0000,31,1.0000,9521,true
flooding_ack,crash_temporary,31,7,178,8,31,31,31,1.0000,31,1.0000,8657,true
flooding_ack,crash_temporary,31,7,195,9,31,31,31,1.0000,31,1.0000,8460,true
bracha,crash_temporary,31,7,42,0,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,59,1,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,76,2,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,93,3,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,110,4,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,127,5,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,144,6,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,161,7,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,178,8,31,31,31,1.0000,31,1.0000,1725,true
bracha,crash_temporary,31,7,195,9,31,31,31,1.0000,31,1.0000,1725,true
flooding_naive,crash_temporary,31,8,42,0,23,23,31,0.7419,23,1.0000,715,true
flooding_naive,crash_temporary,31,8,59,1,31,31,31,1.0000,31,1.0000,947,true
flooding_naive,crash_temporary,31,8,76,2,23,23,31,0.7419,23,1.0000,715,true
flooding_naive,crash_temporary,31,8,93,3,23,23,31,0.7419,23,1.0000,715,true
flooding_naive,crash_temporary,31,8,110,4,23,23,31,0.7419,23,1.0000,715,true
flooding_naive,crash_temporary,31,8,127,5,23,23,31,0.7419,23,1.0000,715,true
flooding_naive,crash_temporary,31,8,144,6,31,31,31,1.0000,31,1.0000,947,true
flooding_naive,crash_temporary,31,8,161,7,31,31,31,1.0000,31,1.0000,947,true
flooding_naive,crash_temporary,31,8,178,8,23,23,31,0.7419,23,1.0000,715,true
flooding_naive,crash_temporary,31,8,195,9,23,23,31,0.7419,23,1.0000,715,true
flooding_ack,crash_temporary,31,8,42,0,31,31,31,1.0000,31,1.0000,9226,true
flooding_ack,crash_temporary,31,8,59,1,31,31,31,1.0000,31,1.0000,8192,true
flooding_ack,crash_temporary,31,8,76,2,31,31,31,1.0000,31,1.0000,8819,true
flooding_ack,crash_temporary,31,8,93,3,31,31,31,1.0000,31,1.0000,9753,true
flooding_ack,crash_temporary,31,8,110,4,31,31,31,1.0000,31,1.0000,9368,true
flooding_ack,crash_temporary,31,8,127,5,31,31,31,1.0000,31,1.0000,9275,true
flooding_ack,crash_temporary,31,8,144,6,31,31,31,1.0000,31,1.0000,8483,true
flooding_ack,crash_temporary,31,8,161,7,31,31,31,1.0000,31,1.0000,9409,true
flooding_ack,crash_temporary,31,8,178,8,31,31,31,1.0000,31,1.0000,8791,true
flooding_ack,crash_temporary,31,8,195,9,31,31,31,1.0000,31,1.0000,8663,true
bracha,crash_temporary,31,8,42,0,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,59,1,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,76,2,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,93,3,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,110,4,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,127,5,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,144,6,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,161,7,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,178,8,31,31,31,1.0000,31,1.0000,1697,true
bracha,crash_temporary,31,8,195,9,31,31,31,1.0000,31,1.0000,1697,true
flooding_naive,crash_temporary,31,9,42,0,22,22,31,0.7097,22,1.0000,688,true
flooding_naive,crash_temporary,31,9,59,1,31,31,31,1.0000,31,1.0000,949,true
flooding_naive,crash_temporary,31,9,76,2,31,31,31,1.0000,31,1.0000,949,true
flooding_naive,crash_temporary,31,9,93,3,22,22,31,0.7097,22,1.0000,688,true
flooding_naive,crash_temporary,31,9,110,4,22,22,31,0.7097,22,1.0000,688,true
flooding_naive,crash_temporary,31,9,127,5,22,22,31,0.7097,22,1.0000,688,true
flooding_naive,crash_temporary,31,9,144,6,31,31,31,1.0000,31,1.0000,949,true
flooding_naive,crash_temporary,31,9,161,7,31,31,31,1.0000,31,1.0000,949,true
flooding_naive,crash_temporary,31,9,178,8,31,31,31,1.0000,31,1.0000,949,true
flooding_naive,crash_temporary,31,9,195,9,22,22,31,0.7097,22,1.0000,688,true
flooding_ack,crash_temporary,31,9,42,0,31,31,31,1.0000,31,1.0000,9492,true
flooding_ack,crash_temporary,31,9,59,1,31,31,31,1.0000,31,1.0000,8830,true
flooding_ack,crash_temporary,31,9,76,2,31,31,31,1.0000,31,1.0000,9102,true
flooding_ack,crash_temporary,31,9,93,3,31,31,31,1.0000,31,1.0000,9331,true
flooding_ack,crash_temporary,31,9,110,4,31,31,31,1.0000,31,1.0000,9315,true
flooding_ack,crash_temporary,31,9,127,5,31,31,31,1.0000,31,1.0000,9351,true
flooding_ack,crash_temporary,31,9,144,6,31,31,31,1.0000,31,1.0000,8016,true
flooding_ack,crash_temporary,31,9,161,7,31,31,31,1.0000,31,1.0000,10195,true
flooding_ack,crash_temporary,31,9,178,8,31,31,31,1.0000,31,1.0000,8988,true
flooding_ack,crash_temporary,31,9,195,9,31,31,31,1.0000,31,1.0000,9031,true
bracha,crash_temporary,31,9,42,0,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,59,1,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,76,2,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,93,3,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,110,4,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,127,5,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,144,6,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,161,7,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,178,8,31,31,31,1.0000,31,1.0000,1669,true
bracha,crash_temporary,31,9,195,9,31,31,31,1.0000,31,1.0000,1669,true
flooding_naive,crash_temporary,31,10,42,0,21,21,31,0.6774,21,1.0000,661,true
flooding_naive,crash_temporary,31,10,59,1,31,31,31,1.0000,31,1.0000,951,true
flooding_naive,crash_temporary,31,10,76,2,31,31,31,1.0000,31,1.0000,951,true
flooding_naive,crash_temporary,31,10,93,3,21,21,31,0.6774,21,1.0000,661,true
flooding_naive,crash_temporary,31,10,110,4,21,21,31,0.6774,21,1.0000,661,true
flooding_naive,crash_temporary,31,10,127,5,21,21,31,0.6774,21,1.0000,661,true
flooding_naive,crash_temporary,31,10,144,6,31,31,31,1.0000,31,1.0000,951,true
flooding_naive,crash_temporary,31,10,161,7,31,31,31,1.0000,31,1.0000,951,true
flooding_naive,crash_temporary,31,10,178,8,31,31,31,1.0000,31,1.0000,951,true
flooding_naive,crash_temporary,31,10,195,9,31,31,31,1.0000,31,1.0000,951,true
flooding_ack,crash_temporary,31,10,42,0,31,31,31,1.0000,31,1.0000,9402,true
flooding_ack,crash_temporary,31,10,59,1,31,31,31,1.0000,31,1.0000,9136,true
flooding_ack,crash_temporary,31,10,76,2,31,31,31,1.0000,31,1.0000,8994,true
flooding_ack,crash_temporary,31,10,93,3,31,31,31,1.0000,31,1.0000,9295,true
flooding_ack,crash_temporary,31,10,110,4,31,31,31,1.0000,31,1.0000,9121,true
flooding_ack,crash_temporary,31,10,127,5,31,31,31,1.0000,31,1.0000,9379,true
flooding_ack,crash_temporary,31,10,144,6,31,31,31,1.0000,31,1.0000,8247,true
flooding_ack,crash_temporary,31,10,161,7,31,31,31,1.0000,31,1.0000,10033,true
